,match_id,match_ko,date,home_team,home_team_abbr,away_team,away_team_abbr,venue,home_score,away_score,match_link
807,6324,1210514400000,Sunday 11 May 2008,Spurs,TOT,Liverpool,LIV,"White Hart Lane, London",0,2,https://www.premierleague.com/match/6324
808,6325,1210514400000,Sunday 11 May 2008,West Ham,WHU,Aston Villa,AVL,"Boleyn Ground, London",2,2,https://www.premierleague.com/match/6325
809,6326,1210514400000,Sunday 11 May 2008,Wigan,WIG,Man Utd,MUN,"DW Stadium, Wigan",0,2,https://www.premierleague.com/match/6326
810,6316,1209999600000,Monday 5 May 2008,Newcastle,NEW,Chelsea,CHE,"Sports Direct Arena, Newcastle",0,2,https://www.premierleague.com/match/6316
811,6314,1209904200000,Sunday 4 May 2008,Arsenal,ARS,Everton,EVE,"Emirates Stadium, London",1,0,https://www.premierleague.com/match/6314
812,6315,1209913200000,Sunday 4 May 2008,Liverpool,LIV,Man City,MCI,"Anfield, Liverpool",1,0,https://www.premierleague.com/match/6315
813,6311,1209815100000,Saturday 3 May 2008,Man Utd,MUN,West Ham,WHU,"Old Trafford, Manchester",4,1,https://www.premierleague.com/match/6311
814,6307,1209823200000,Saturday 3 May 2008,Aston Villa,AVL,Wigan,WIG,"Villa Park, Birmingham",0,2,https://www.premierleague.com/match/6307
815,6308,1209823200000,Saturday 3 May 2008,Blackburn,BLB,Derby,DER,"Ewood Park, Blackburn",3,1,https://www.premierleague.com/match/6308
816,6310,1209823200000,Saturday 3 May 2008,Fulham,FUL,Birmingham,BIR,"Craven Cottage, London",2,0,https://www.premierleague.com/match/6310
817,6312,1209823200000,Saturday 3 May 2008,Middlesbrough,MID,Portsmouth,POR,"Riverside Stadium, Middlesbrough",2,0,https://www.premierleague.com/match/6312
818,6313,1209823200000,Saturday 3 May 2008,Reading,RDG,Spurs,TOT,"Madejski Stadium, Reading",0,1,https://www.premierleague.com/match/6313
819,6309,1209831300000,Saturday 3 May 2008,Bolton,BOL,Sunderland,SUN,"University of Bolton Stadium, Bolton",2,0,https://www.premierleague.com/match/6309
820,6306,1209409200000,Monday 28 April 2008,Derby,DER,Arsenal,ARS,"Pride Park Stadium, Derby",2,6,https://www.premierleague.com/match/6306
821,6305,1209299400000,Sunday 27 April 2008,Portsmouth,POR,Blackburn,BLB,"Fratton Park, Portsmouth",0,1,https://www.premierleague.com/match/6305
822,6304,1209308400000,Sunday 27 April 2008,Everton,EVE,Aston Villa,AVL,"Goodison Park, Liverpool",2,2,https://www.premierleague.com/match/6304
823,6298,1209210300000,Saturday 26 April 2008,Chelsea,CHE,Man Utd,MUN,"Stamford Bridge, London",2,1,https://www.premierleague.com/match/6298
824,6297,1209218400000,Saturday 26 April 2008,Birmingham,BIR,Liverpool,LIV,"St. Andrew's Trillion Trophy Stadium, Birmingham",2,2,https://www.premierleague.com/match/6297
825,6299,1209218400000,Saturday 26 April 2008,Man City,MCI,Fulham,FUL,"Etihad Stadium, Manchester",2,3,https://www.premierleague.com/match/6299
826,6300,1209218400000,Saturday 26 April 2008,Sunderland,SUN,Middlesbrough,MID,"Stadium of Light, Sunderland",3,2,https://www.premierleague.com/match/6300
827,6301,1209218400000,Saturday 26 April 2008,Spurs,TOT,Bolton,BOL,"White Hart Lane, London",1,1,https://www.premierleague.com/match/6301
828,6302,1209218400000,Saturday 26 April 2008,West Ham,WHU,Newcastle,NEW,"Boleyn Ground, London",2,2,https://www.premierleague.com/match/6302
829,6303,1209218400000,Saturday 26 April 2008,Wigan,WIG,Reading,RDG,"DW Stadium, Wigan",0,0,https://www.premierleague.com/match/6303
830,6294,1208689200000,Sunday 20 April 2008,Aston Villa,AVL,Birmingham,BIR,"Villa Park, Birmingham",5,1,https://www.premierleague.com/match/6294
831,6296,1208694600000,Sunday 20 April 2008,Newcastle,NEW,Sunderland,SUN,"Sports Direct Arena, Newcastle",2,0,https://www.premierleague.com/match/6296
832,6295,1208703600000,Sunday 20 April 2008,Man City,MCI,Portsmouth,POR,"Etihad Stadium, Manchester",3,1,https://www.premierleague.com/match/6295
833,6288,1208605500000,Saturday 19 April 2008,Arsenal,ARS,Reading,RDG,"Emirates Stadium, London",2,0,https://www.premierleague.com/match/6288
834,6290,1208613600000,Saturday 19 April 2008,Fulham,FUL,Liverpool,LIV,"Craven Cottage, London",0,2,https://www.premierleague.com/match/6290
835,6291,1208613600000,Saturday 19 April 2008,Middlesbrough,MID,Bolton,BOL,"Riverside Stadium, Middlesbrough",0,1,https://www.premierleague.com/match/6291
836,6292,1208613600000,Saturday 19 April 2008,West Ham,WHU,Derby,DER,"Boleyn Ground, London",2,1,https://www.premierleague.com/match/6292
837,6293,1208613600000,Saturday 19 April 2008,Wigan,WIG,Spurs,TOT,"DW Stadium, Wigan",1,1,https://www.premierleague.com/match/6293
838,6289,1208621700000,Saturday 19 April 2008,Blackburn,BLB,Man Utd,MUN,"Ewood Park, Blackburn",1,1,https://www.premierleague.com/match/6289
839,6287,1208458800000,Thursday 17 April 2008,Everton,EVE,Chelsea,CHE,"Goodison Park, Liverpool",0,1,https://www.premierleague.com/match/6287
840,2517,894812400000,Sunday 10 May 1998,Aston Villa,AVL,Arsenal,ARS,"Villa Park, Birmingham",1,0,https://www.premierleague.com/match/2517
841,2518,894812400000,Sunday 10 May 1998,Barnsley,BAR,Man Utd,MUN,"Oakwell, Barnsley",0,2,https://www.premierleague.com/match/2518
842,2519,894812400000,Sunday 10 May 1998,Blackburn,BLB,Newcastle,NEW,"Ewood Park, Blackburn",1,0,https://www.premierleague.com/match/2519
843,2520,894812400000,Sunday 10 May 1998,Chelsea,CHE,Bolton,BOL,"Stamford Bridge, London",2,0,https://www.premierleague.com/match/2520
844,2521,894812400000,Sunday 10 May 1998,Crystal Palace,CRY,Sheffield Wed,SHW,"Selhurst Park, London",1,0,https://www.premierleague.com/match/2521
845,2522,894812400000,Sunday 10 May 1998,Derby,DER,Liverpool,LIV,"Pride Park, Derby",1,0,https://www.premierleague.com/match/2522
846,2523,894812400000,Sunday 10 May 1998,Everton,EVE,Coventry,COV,"Goodison Park, Liverpool",1,1,https://www.premierleague.com/match/2523
847,2524,894812400000,Sunday 10 May 1998,Leeds,LEE,Wimbledon,WIM,"Elland Road, Leeds",1,1,https://www.premierleague.com/match/2524
848,2525,894812400000,Sunday 10 May 1998,Spurs,TOT,Southampton,SOU,"White Hart Lane, London",1,1,https://www.premierleague.com/match/2525
849,2526,894812400000,Sunday 10 May 1998,West Ham,WHU,Leicester,LEI,"Boleyn Ground, London",4,3,https://www.premierleague.com/match/2526
850,2516,894480300000,Wednesday 6 May 1998,Liverpool,LIV,Arsenal,ARS,"Anfield, Liverpool",4,0,https://www.premierleague.com/match/2516
851,2515,894393900000,Tuesday 5 May 1998,Crystal Palace,CRY,West Ham,WHU,"Selhurst Park, London",3,3,https://www.premierleague.com/match/2515
852,2514,894297600000,Monday 4 May 1998,Man Utd,MUN,Leeds,LEE,"Old Trafford, Manchester",3,0,https://www.premierleague.com/match/2514
853,2513,894207600000,Sunday 3 May 1998,Arsenal,ARS,Everton,EVE,"Highbury, London",4,0,https://www.premierleague.com/match/2513
854,2505,894117600000,Saturday 2 May 1998,Bolton,BOL,Crystal Palace,CRY,"Macron Stadium, Bolton",5,2,https://www.premierleague.com/match/2505
855,2506,894117600000,Saturday 2 May 1998,Coventry,COV,Blackburn,BLB,"Highfield Road, Coventry",2,0,https://www.premierleague.com/match/2506
856,2507,894117600000,Saturday 2 May 1998,Leicester,LEI,Barnsley,BAR,"Filbert Street, Leicester",1,0,https://www.premierleague.com/match/2507
857,2508,894117600000,Saturday 2 May 1998,Liverpool,LIV,West Ham,WHU,"Anfield, Liverpool",5,0,https://www.premierleague.com/match/2508
858,2509,894117600000,Saturday 2 May 1998,Newcastle,NEW,Chelsea,CHE,"St. James' Park, Newcastle",3,1,https://www.premierleague.com/match/2509
859,2510,894117600000,Saturday 2 May 1998,Sheffield Wed,SHW,Aston Villa,AVL,"Hillsborough, Sheffield",1,3,https://www.premierleague.com/match/2510
860,2511,894117600000,Saturday 2 May 1998,Southampton,SOU,Derby,DER,"The Dell, Southampton",0,2,https://www.premierleague.com/match/2511
861,2512,894117600000,Saturday 2 May 1998,Wimbledon,WIM,Spurs,TOT,"Selhurst Park, London",2,6,https://www.premierleague.com/match/2512
862,2502,893875500000,Wednesday 29 April 1998,Chelsea,CHE,Blackburn,BLB,"Stamford Bridge, London",0,1,https://www.premierleague.com/match/2502
863,2503,893875500000,Wednesday 29 April 1998,Coventry,COV,Wimbledon,WIM,"Highfield Road, Coventry",0,0,https://www.premierleague.com/match/2503
864,2504,893875500000,Wednesday 29 April 1998,Leicester,LEI,Newcastle,NEW,"Filbert Street, Leicester",0,0,https://www.premierleague.com/match/2504
865,2501,893876400000,Wednesday 29 April 1998,Arsenal,ARS,Derby,DER,"Highbury, London",1,0,https://www.premierleague.com/match/2501
866,2500,893703600000,Monday 27 April 1998,Crystal Palace,CRY,Man Utd,MUN,"Selhurst Park, London",0,3,https://www.premierleague.com/match/2500
867,2499,893602800000,Sunday 26 April 1998,Derby,DER,Leicester,LEI,"Pride Park, Derby",0,4,https://www.premierleague.com/match/2499
868,2491,893512800000,Saturday 25 April 1998,Aston Villa,AVL,Bolton,BOL,"Villa Park, Birmingham",1,3,https://www.premierleague.com/match/2491
869,2492,893512800000,Saturday 25 April 1998,Barnsley,BAR,Arsenal,ARS,"Oakwell, Barnsley",0,2,https://www.premierleague.com/match/2492
870,2493,893512800000,Saturday 25 April 1998,Blackburn,BLB,Wimbledon,WIM,"Ewood Park, Blackburn",0,0,https://www.premierleague.com/match/2493
871,2494,893512800000,Saturday 25 April 1998,Chelsea,CHE,Liverpool,LIV,"Stamford Bridge, London",4,1,https://www.premierleague.com/match/2494
872,2495,893512800000,Saturday 25 April 1998,Everton,EVE,Sheffield Wed,SHW,"Goodison Park, Liverpool",1,3,https://www.premierleague.com/match/2495
873,2496,893512800000,Saturday 25 April 1998,Leeds,LEE,Coventry,COV,"Elland Road, Leeds",3,3,https://www.premierleague.com/match/2496
874,2497,893512800000,Saturday 25 April 1998,Spurs,TOT,Newcastle,NEW,"White Hart Lane, London",2,0,https://www.premierleague.com/match/2497
875,2498,893512800000,Saturday 25 April 1998,West Ham,WHU,Southampton,SOU,"Boleyn Ground, London",2,4,https://www.premierleague.com/match/2498
876,2489,892994400000,Sunday 19 April 1998,Chelsea,CHE,Sheffield Wed,SHW,"Stamford Bridge, London",1,0,https://www.premierleague.com/match/2489
877,2490,892998000000,Sunday 19 April 1998,Coventry,COV,Liverpool,LIV,"Highfield Road, Coventry",1,1,https://www.premierleague.com/match/2490
878,2481,892908000000,Saturday 18 April 1998,Arsenal,ARS,Wimbledon,WIM,"Highbury, London",5,0,https://www.premierleague.com/match/2481
879,2482,892908000000,Saturday 18 April 1998,Barnsley,BAR,Spurs,TOT,"Oakwell, Barnsley",1,1,https://www.premierleague.com/match/2482
880,75093,1672680600000,Monday 2 January 2023,Brentford,BRE,Liverpool,LIV,"Gtech Community Stadium, Brentford",3,1,https://www.premierleague.com/match/75093
881,75088,1672581600000,Sunday 1 January 2023,Spurs,TOT,Aston Villa,AVL,"Tottenham Hotspur Stadium, London",0,2,https://www.premierleague.com/match/75088
882,75087,1672590600000,Sunday 1 January 2023,Nott'm Forest,NFO,Chelsea,CHE,"The City Ground, Nottingham",1,1,https://www.premierleague.com/match/75087
883,75090,1672489800000,Saturday 31 December 2022,Wolves,WOL,Man Utd,MUN,"Molineux Stadium, Wolverhampton",0,1,https://www.premierleague.com/match/75090
884,75081,1672498800000,Saturday 31 December 2022,Bournemouth,BOU,Crystal Palace,CRY,"Vitality Stadium, Bournemouth",0,2,https://www.premierleague.com/match/75081
885,75083,1672498800000,Saturday 31 December 2022,Fulham,FUL,Southampton,SOU,"Craven Cottage, London",2,1,https://www.premierleague.com/match/75083
886,75085,1672498800000,Saturday 31 December 2022,Man City,MCI,Everton,EVE,"Etihad Stadium, Manchester",1,1,https://www.premierleague.com/match/75085
887,75086,1672498800000,Saturday 31 December 2022,Newcastle,NEW,Leeds,LEE,"St. James' Park, Newcastle",0,0,https://www.premierleague.com/match/75086
888,75082,1672507800000,Saturday 31 December 2022,Brighton,BHA,Arsenal,ARS,"Amex Stadium, Falmer",2,4,https://www.premierleague.com/match/75082
889,75089,1672429500000,Friday 30 December 2022,West Ham,WHU,Brentford,BRE,"London Stadium, London",0,2,https://www.premierleague.com/match/75089
890,75084,1672430400000,Friday 30 December 2022,Liverpool,LIV,Leicester,LEI,"Anfield, Liverpool",2,1,https://www.premierleague.com/match/75084
891,75077,1672257600000,Wednesday 28 December 2022,Leeds,LEE,Man City,MCI,"Elland Road, Leeds",1,3,https://www.premierleague.com/match/75077
892,75074,1672162200000,Tuesday 27 December 2022,Chelsea,CHE,Bournemouth,BOU,"Stamford Bridge, London",2,0,https://www.premierleague.com/match/75074
893,75079,1672171200000,Tuesday 27 December 2022,Man Utd,MUN,Nott'm Forest,NFO,"Old Trafford, Manchester",3,0,https://www.premierleague.com/match/75079
894,75073,1672057800000,Monday 26 December 2022,Brentford,BRE,Spurs,TOT,"Gtech Community Stadium, Brentford",2,2,https://www.premierleague.com/match/75073
895,75075,1672066800000,Monday 26 December 2022,Crystal Palace,CRY,Fulham,FUL,"Selhurst Park, London",0,3,https://www.premierleague.com/match/75075
896,75076,1672066800000,Monday 26 December 2022,Everton,EVE,Wolves,WOL,"Goodison Park, Liverpool",1,2,https://www.premierleague.com/match/75076
897,75078,1672066800000,Monday 26 December 2022,Leicester,LEI,Newcastle,NEW,"King Power Stadium, Leicester",0,3,https://www.premierleague.com/match/75078
898,75080,1672066800000,Monday 26 December 2022,Southampton,SOU,Brighton,BHA,"St. Mary's Stadium, Southampton",1,3,https://www.premierleague.com/match/75080
899,75072,1672075800000,Monday 26 December 2022,Aston Villa,AVL,Liverpool,LIV,"Villa Park, Birmingham",1,3,https://www.premierleague.com/match/75072
900,75071,1672084800000,Monday 26 December 2022,Arsenal,ARS,West Ham,WHU,"Emirates Stadium, London",3,1,https://www.premierleague.com/match/75071
901,75062,1668348000000,Sunday 13 November 2022,Brighton,BHA,Aston Villa,AVL,"Amex Stadium, Falmer",1,2,https://www.premierleague.com/match/75062
902,75063,1668357000000,Sunday 13 November 2022,Fulham,FUL,Man Utd,MUN,"Craven Cottage, London",1,2,https://www.premierleague.com/match/75063
903,75065,1668256200000,Saturday 12 November 2022,Man City,MCI,Brentford,BRE,"Etihad Stadium, Manchester",1,2,https://www.premierleague.com/match/75065
904,75061,1668265200000,Saturday 12 November 2022,Bournemouth,BOU,Everton,EVE,"Vitality Stadium, Bournemouth",3,0,https://www.premierleague.com/match/75061
905,75064,1668265200000,Saturday 12 November 2022,Liverpool,LIV,Southampton,SOU,"Anfield, Liverpool",3,1,https://www.premierleague.com/match/75064
906,75067,1668265200000,Saturday 12 November 2022,Nott'm Forest,NFO,Crystal Palace,CRY,"The City Ground, Nottingham",1,0,https://www.premierleague.com/match/75067
907,75068,1668265200000,Saturday 12 November 2022,Spurs,TOT,Leeds,LEE,"Tottenham Hotspur Stadium, London",4,3,https://www.premierleague.com/match/75068
908,75069,1668265200000,Saturday 12 November 2022,West Ham,WHU,Leicester,LEI,"London Stadium, London",0,2,https://www.premierleague.com/match/75069
909,75066,1668274200000,Saturday 12 November 2022,Newcastle,NEW,Chelsea,CHE,"St. James' Park, Newcastle",1,0,https://www.premierleague.com/match/75066
910,75070,1668282300000,Saturday 12 November 2022,Wolves,WOL,Arsenal,ARS,"Molineux Stadium, Wolverhampton",0,2,https://www.premierleague.com/match/75070
911,75052,1667736000000,Sunday 6 November 2022,Chelsea,CHE,Arsenal,ARS,"Stamford Bridge, London",0,1,https://www.premierleague.com/match/75052
912,75051,1667743200000,Sunday 6 November 2022,Aston Villa,AVL,Man Utd,MUN,"Villa Park, Birmingham",3,1,https://www.premierleague.com/match/75051
913,75057,1667743200000,Sunday 6 November 2022,Southampton,SOU,Newcastle,NEW,"St. Mary's Stadium, Southampton",1,4,https://www.premierleague.com/match/75057
914,75059,1667743200000,Sunday 6 November 2022,West Ham,WHU,Crystal Palace,CRY,"London Stadium, London",1,2,https://www.premierleague.com/match/75059
915,75058,1667752200000,Sunday 6 November 2022,Spurs,TOT,Liverpool,LIV,"Tottenham Hotspur Stadium, London",1,2,https://www.premierleague.com/match/75058
916,75054,1667660400000,Saturday 5 November 2022,Leeds,LEE,Bournemouth,BOU,"Elland Road, Leeds",4,3,https://www.premierleague.com/match/75054
917,75055,1667660400000,Saturday 5 November 2022,Man City,MCI,Fulham,FUL,"Etihad Stadium, Manchester",2,1,https://www.premierleague.com/match/75055
918,75056,1667660400000,Saturday 5 November 2022,Nott'm Forest,NFO,Brentford,BRE,"The City Ground, Nottingham",2,2,https://www.premierleague.com/match/75056
919,75053,1667669400000,Saturday 5 November 2022,Everton,EVE,Leicester,LEI,"Goodison Park, Liverpool",0,2,https://www.premierleague.com/match/75053
920,3657,990280800000,Saturday 19 May 2001,Charlton,CHA,Liverpool,LIV,"The Valley, London",0,4,https://www.premierleague.com/match/3657
921,3658,990280800000,Saturday 19 May 2001,Coventry,COV,Bradford,BRA,"Highfield Road, Coventry",0,0,https://www.premierleague.com/match/3658
922,3659,990280800000,Saturday 19 May 2001,Derby,DER,Ipswich,IPS,"Pride Park, Derby",1,1,https://www.premierleague.com/match/3659
923,3660,990280800000,Saturday 19 May 2001,Everton,EVE,Sunderland,SUN,"Goodison Park, Liverpool",2,2,https://www.premierleague.com/match/3660
924,3661,990280800000,Saturday 19 May 2001,Leeds,LEE,Leicester,LEI,"Elland Road, Leeds",3,1,https://www.premierleague.com/match/3661
925,3662,990280800000,Saturday 19 May 2001,Man City,MCI,Chelsea,CHE,"Maine Road, Manchester",1,2,https://www.premierleague.com/match/3662
926,3663,990280800000,Saturday 19 May 2001,Middlesbrough,MID,West Ham,WHU,"Riverside Stadium, Middlesbrough",2,1,https://www.premierleague.com/match/3663
927,3664,990280800000,Saturday 19 May 2001,Newcastle,NEW,Aston Villa,AVL,"St. James' Park, Newcastle",3,0,https://www.premierleague.com/match/3664
928,3665,990280800000,Saturday 19 May 2001,Southampton,SOU,Arsenal,ARS,"The Dell, Southampton",3,2,https://www.premierleague.com/match/3665
929,3666,990280800000,Saturday 19 May 2001,Spurs,TOT,Man Utd,MUN,"White Hart Lane, London",3,1,https://www.premierleague.com/match/3666
930,3656,989952300000,Tuesday 15 May 2001,Newcastle,NEW,Arsenal,ARS,"St. James' Park, Newcastle",0,0,https://www.premierleague.com/match/3656
931,3654,989762400000,Sunday 13 May 2001,Leeds,LEE,Bradford,BRA,"Elland Road, Leeds",6,1,https://www.premierleague.com/match/3654
932,3655,989762400000,Sunday 13 May 2001,Southampton,SOU,Man Utd,MUN,"The Dell, Southampton",2,1,https://www.premierleague.com/match/3655
933,3653,989348400000,Tuesday 8 May 2001,Liverpool,LIV,Chelsea,CHE,"Anfield, Liverpool",2,2,https://www.premierleague.com/match/3653
934,3652,989262000000,Monday 7 May 2001,Ipswich,IPS,Man City,MCI,"Portman Road, Ipswich",2,1,https://www.premierleague.com/match/3652
935,3643,989071200000,Saturday 5 May 2001,Arsenal,ARS,Leeds,LEE,"Highbury, London",2,1,https://www.premierleague.com/match/3643
936,3644,989071200000,Saturday 5 May 2001,Aston Villa,AVL,Coventry,COV,"Villa Park, Birmingham",3,2,https://www.premierleague.com/match/3644
937,3645,989071200000,Saturday 5 May 2001,Bradford,BRA,Middlesbrough,MID,"Valley Parade, Bradford",1,1,https://www.premierleague.com/match/3645
938,3646,989071200000,Saturday 5 May 2001,Chelsea,CHE,Everton,EVE,"Stamford Bridge, London",2,1,https://www.premierleague.com/match/3646
939,3647,989071200000,Saturday 5 May 2001,Leicester,LEI,Spurs,TOT,"Filbert Street, Leicester",4,2,https://www.premierleague.com/match/3647
940,3648,989071200000,Saturday 5 May 2001,Liverpool,LIV,Newcastle,NEW,"Anfield, Liverpool",3,0,https://www.premierleague.com/match/3648
941,3649,989071200000,Saturday 5 May 2001,Man Utd,MUN,Derby,DER,"Old Trafford, Manchester",0,1,https://www.premierleague.com/match/3649
942,3650,989071200000,Saturday 5 May 2001,Sunderland,SUN,Charlton,CHA,"Stadium of Light, Sunderland",3,2,https://www.premierleague.com/match/3650
943,3651,989071200000,Saturday 5 May 2001,West Ham,WHU,Southampton,SOU,"Boleyn Ground, London",3,0,https://www.premierleague.com/match/3651
944,3641,988742700000,Tuesday 1 May 2001,Bradford,BRA,Liverpool,LIV,"Valley Parade, Bradford",0,2,https://www.premierleague.com/match/3641
945,3642,988743600000,Tuesday 1 May 2001,Newcastle,NEW,Southampton,SOU,"St. James' Park, Newcastle",1,1,https://www.premierleague.com/match/3642
946,3640,988657200000,Monday 30 April 2001,Charlton,CHA,Ipswich,IPS,"The Valley, London",2,1,https://www.premierleague.com/match/3640
947,3634,988455600000,Saturday 28 April 2001,Leeds,LEE,Chelsea,CHE,"Elland Road, Leeds",2,0,https://www.premierleague.com/match/3634
948,3631,988466400000,Saturday 28 April 2001,Coventry,COV,Liverpool,LIV,"Highfield Road, Coventry",0,2,https://www.premierleague.com/match/3631
949,3632,988466400000,Saturday 28 April 2001,Derby,DER,Arsenal,ARS,"Pride Park, Derby",1,2,https://www.premierleague.com/match/3632
950,3633,988466400000,Saturday 28 April 2001,Everton,EVE,Bradford,BRA,"Goodison Park, Liverpool",2,1,https://www.premierleague.com/match/3633
951,3635,988466400000,Saturday 28 April 2001,Man City,MCI,West Ham,WHU,"Maine Road, Manchester",1,0,https://www.premierleague.com/match/3635
952,3636,988466400000,Saturday 28 April 2001,Middlesbrough,MID,Man Utd,MUN,"Riverside Stadium, Middlesbrough",0,2,https://www.premierleague.com/match/3636
953,3637,988466400000,Saturday 28 April 2001,Newcastle,NEW,Leicester,LEI,"St. James' Park, Newcastle",1,0,https://www.premierleague.com/match/3637
954,3638,988466400000,Saturday 28 April 2001,Southampton,SOU,Sunderland,SUN,"The Dell, Southampton",0,1,https://www.premierleague.com/match/3638
955,3639,988466400000,Saturday 28 April 2001,Spurs,TOT,Aston Villa,AVL,"White Hart Lane, London",0,0,https://www.premierleague.com/match/3639
956,3630,987948000000,Sunday 22 April 2001,Liverpool,LIV,Spurs,TOT,"Anfield, Liverpool",3,1,https://www.premierleague.com/match/3630
957,3621,987861600000,Saturday 21 April 2001,Arsenal,ARS,Everton,EVE,"Highbury, London",4,1,https://www.premierleague.com/match/3621
958,3622,987861600000,Saturday 21 April 2001,Aston Villa,AVL,Southampton,SOU,"Villa Park, Birmingham",0,0,https://www.premierleague.com/match/3622
959,3628,987869700000,Saturday 21 April 2001,Sunderland,SUN,Newcastle,NEW,"Stadium of Light, Sunderland",1,1,https://www.premierleague.com/match/3628
960,9981,1432476000000,Sunday 24 May 2015,Arsenal,ARS,West Brom,WBA,"Emirates Stadium, London",4,1,https://www.premierleague.com/match/9981
961,9982,1432476000000,Sunday 24 May 2015,Aston Villa,AVL,Burnley,BUR,"Villa Park, Birmingham",0,1,https://www.premierleague.com/match/9982
962,9983,1432476000000,Sunday 24 May 2015,Chelsea,CHE,Sunderland,SUN,"Stamford Bridge, London",3,1,https://www.premierleague.com/match/9983
963,9984,1432476000000,Sunday 24 May 2015,Crystal Palace,CRY,Swansea,SWA,"Selhurst Park, London",1,0,https://www.premierleague.com/match/9984
964,9985,1432476000000,Sunday 24 May 2015,Everton,EVE,Spurs,TOT,"Goodison Park, Liverpool",0,1,https://www.premierleague.com/match/9985
965,9986,1432476000000,Sunday 24 May 2015,Hull,HUL,Man Utd,MUN,"KCOM Stadium, Hull",0,0,https://www.premierleague.com/match/9986
966,9987,1432476000000,Sunday 24 May 2015,Leicester,LEI,QPR,QPR,"King Power Stadium, Leicester",5,1,https://www.premierleague.com/match/9987
967,9988,1432476000000,Sunday 24 May 2015,Man City,MCI,Southampton,SOU,"Etihad Stadium, Manchester",2,0,https://www.premierleague.com/match/9988
968,9989,1432476000000,Sunday 24 May 2015,Newcastle,NEW,West Ham,WHU,"St. James' Park, Newcastle",2,0,https://www.premierleague.com/match/9989
969,9990,1432476000000,Sunday 24 May 2015,Stoke,STK,Liverpool,LIV,"bet365 Stadium, Stoke",6,1,https://www.premierleague.com/match/9990
970,9980,1432147500000,Wednesday 20 May 2015,Arsenal,ARS,Sunderland,SUN,"Emirates Stadium, London",0,0,https://www.premierleague.com/match/9980
971,9979,1431975600000,Monday 18 May 2015,West Brom,WBA,Chelsea,CHE,"The Hawthorns, West Bromwich",3,0,https://www.premierleague.com/match/9979
972,9978,1431865800000,Sunday 17 May 2015,Swansea,SWA,Man City,MCI,"Liberty Stadium, Swansea",2,4,https://www.premierleague.com/match/9978
973,9977,1431874800000,Sunday 17 May 2015,Man Utd,MUN,Arsenal,ARS,"Old Trafford, Manchester",1,1,https://www.premierleague.com/match/9977
974,9973,1431776700000,Saturday 16 May 2015,Southampton,SOU,Aston Villa,AVL,"St. Mary's Stadium, Southampton",6,1,https://www.premierleague.com/match/9973
975,9970,1431784800000,Saturday 16 May 2015,Burnley,BUR,Stoke,STK,"Turf Moor, Burnley",0,0,https://www.premierleague.com/match/9970
976,9972,1431784800000,Saturday 16 May 2015,QPR,QPR,Newcastle,NEW,"Loftus Road, London",2,1,https://www.premierleague.com/match/9972
977,9974,1431784800000,Saturday 16 May 2015,Sunderland,SUN,Leicester,LEI,"Stadium of Light, Sunderland",0,0,https://www.premierleague.com/match/9974
978,9975,1431784800000,Saturday 16 May 2015,Spurs,TOT,Hull,HUL,"White Hart Lane, London",2,0,https://www.premierleague.com/match/9975
979,9976,1431784800000,Saturday 16 May 2015,West Ham,WHU,Everton,EVE,"Boleyn Ground, London",1,2,https://www.premierleague.com/match/9976
980,9971,1431793800000,Saturday 16 May 2015,Liverpool,LIV,Crystal Palace,CRY,"Anfield, Liverpool",1,3,https://www.premierleague.com/match/9971
981,9969,1431370800000,Monday 11 May 2015,Arsenal,ARS,Swansea,SWA,"Emirates Stadium, London",0,1,https://www.premierleague.com/match/9969
982,9968,1431261000000,Sunday 10 May 2015,Man City,MCI,QPR,QPR,"Etihad Stadium, Manchester",6,0,https://www.premierleague.com/match/9968
983,9967,1431270000000,Sunday 10 May 2015,Chelsea,CHE,Liverpool,LIV,"Stamford Bridge, London",1,1,https://www.premierleague.com/match/9967
984,9962,1431171900000,Saturday 9 May 2015,Everton,EVE,Sunderland,SUN,"Goodison Park, Liverpool",0,2,https://www.premierleague.com/match/9962
985,9960,1431180000000,Saturday 9 May 2015,Aston Villa,AVL,West Ham,WHU,"Villa Park, Birmingham",1,0,https://www.premierleague.com/match/9960
986,9963,1431180000000,Saturday 9 May 2015,Hull,HUL,Burnley,BUR,"KCOM Stadium, Hull",0,1,https://www.premierleague.com/match/9963
987,9964,1431180000000,Saturday 9 May 2015,Leicester,LEI,Southampton,SOU,"King Power Stadium, Leicester",2,0,https://www.premierleague.com/match/9964
988,9965,1431180000000,Saturday 9 May 2015,Newcastle,NEW,West Brom,WBA,"St. James' Park, Newcastle",1,1,https://www.premierleague.com/match/9965
989,9966,1431180000000,Saturday 9 May 2015,Stoke,STK,Spurs,TOT,"bet365 Stadium, Stoke",3,0,https://www.premierleague.com/match/9966
990,9961,1431189000000,Saturday 9 May 2015,Crystal Palace,CRY,Man Utd,MUN,"Selhurst Park, London",1,2,https://www.premierleague.com/match/9961
991,9959,1430766000000,Monday 4 May 2015,Hull,HUL,Arsenal,ARS,"KCOM Stadium, Hull",1,3,https://www.premierleague.com/match/9959
992,9957,1430656200000,Sunday 3 May 2015,Chelsea,CHE,Crystal Palace,CRY,"Stamford Bridge, London",1,0,https://www.premierleague.com/match/9957
